,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
1550,Dozee,Bangalore,Healthcare,Prime VP,$5000000,Series A,2021
1551,BlackBuck,Bangalore,Logistics & Supply Chain,"Tribe Capital, IFC Emerging Asia Fund, VEF",$67000000,Series E,2021
1552,Mailmodo,Bangalore,Marketing & Advertising,"Sequoia’s Surge, Y Combinator",$2000000,Seed,2021
1553,SuperBeings,Bangalore,Computer software,Endiya Partners,$undisclosed,Seed,2021
1554,NirogStreet,Delhi,Healthcare,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",$2500000,Series A,2021
1555,Hyreo,Thiruvananthapuram,Human Resources,Callapina Capital,$undisclosed,Pre-series A,2021
1556,GODI Energy,Hyderabad,Automotive,Blue Ashva Capital,$undisclosed,,2021
1557,Even,Bangalore,Healthcare,Khosla Ventures,$5000000,Seed,2021
1558,Captain Fresh,Bangalore,Logistics,"Accel Partners, Matrix India",$12000000,Series A,2021
1559,Otipy,Gurugram,Food & Beverages,"Omidyar Network India, Innoven Capital",$10200000,Series A,2021
1560,Lenskart,Faridabad,Eyewear,"Temasek, Falcon Edge",$220000000,,2021
1561,Eka.care,Bangalore,Healthcare,"Deep Kalra, Ashish Kashyap, Rajesh Magow",$4500000,,2021
1562,Braingroom,Chennai,EdTech,"IAN, Social Alpha, Startup Oasis",$200000,,2021
1563,Edvizo,Bangalore,Consumer Services,Inflection Point Ventures,$1000000,Pre-series A,2021
1564,Credenc,Delhi,FinTech,Capital India,$25000000,,2021
1565,GlobalBees,Delhi,D2C Business,"FirstCry, Lightspeed Venture Partners",$150000000,Series A,2021
1566,Spinny,Gurugram,Automotive,Tiger Global,$108000000,Series D,2021
1567,Mynvax,Bangalore,Biotechnology,"Accel, LetsVenture, 1Crowd",$4000000,Series A,2021
1568,RiseBird,Pune,Human Resources,SAB Holdings,$500000,,2021
1569,Uvi Health,Bangalore,Healthcare,Titan Capital,$330000,Pre-seed,2021
1570,Vegrow,Bangalore,Farming,"Lightspeed Venture Partners, Elevation Capital",$13000000,,2021
1571,Automovill,Bangalore,Automotive,Mumbai Angels Network,$500000,,2021
1572,NFTically,Gurugram,NFT Marketplace,Jayanti Kanani,$undisclosed,Seed,2021
1573,HealthifyMe,Bangalore,Healthcare,"LeapFrog, Khosla Ventures",$75000000,Series C,2021
1574,GalaxyCard,Gurugram,FinTech,JITO Angel Network,$450000,,2021
1575,Bella Vita Organic,Gurugram,Healthcare,Ananta Capital,$10000000,,2021
1576,SmartCoin,Bangalore,FinTech,"Northern Arc, Vivriti Capital",$10000000,,2021
1577,CareerNinja,Mumbai,EdTech,Unitus Ventures,$undisclosed,Seed,2021
1578,MYSUN,Delhi,Solar,TATA Cleantech Capital,$2000000,,2021
1579,Sea6 Energy,Bangalore,Biotechnology,Aqua-Spark,$9000000,Series B,2021
1580,Beco,Mumbai,Consumer Goods,Climate Angels Fund,$500000,Seed,2021
1581,OneCode,Bangalore,Internet,"Sequoia’s Surge, Nexus Venture Partners",$5000000,,2021
1582,MedPay,Bangalore,Information Technology,"Entrepreneur First (EF), GrowX Ventures",$1200000,Seed,2021
1583,Inshorts,Noida,Internet,Vy Capital,$60000000,,2021
1584,Digantara,Bangalore,SpaceTech,Kalaari Capital,$2500000,Seed,2021
1585,Aqgromalin,Chennai,AgriTech,Zephyr Peacock,$700000,Seed,2021
1586,Square Yards,Gurugram,Real Estate,ADM Capital,$25000000,,2021
1587,OYO,Gurugram,Hospitality,"SoftBank Vision Fund, Hindustan Media Venture",$660000000,,2021
1588,Slang Labs,Bangalore,Computer software,100x Entrepreneurs,$undisclosed,,2021
1589,NirogGyan,Gurugram,Healthcare,"Healthcare veterans, PIEDS",$undisclosed,Seed,2021
1590,Ola Electric,Bangalore,Automotive,Bank of Baroda,$100000000,Debt,2021
1591,Bikry app,Noida,Consumer software,YCombinator,$1300000,,2021
1592,Oliveboard,Bangalore,EdTech,IAN Fund,$3000000,,2021
1593,Little Leap,Delhi,EdTech,Vishal Gupta,ah! Ventures,$300000,2021
1594,Trell,Bangalore,Social commerce,"Mirae Asset, H&M",$45000000,Series B,2021
1595,Kredent,Kolkata,EdTech,Kotak Securities,$1000000,,2021
1596,EasyAspataal,Mumbai,Healthcare,Venture Catalysts,$500000,Seed,2021
1597,SMOOR,Bangalore,Food & Beverages,Klub,$undisclosed,,2021
1598,Pankhuri,Bangalore,Social community,Sequoia’s Surge,$3200000,,2021
1599,Arcana,Bangalore,Information Technology,Balaji Srinivasan,$370000,Seed,2021
1600,AdmitKard,Noida,EdTech,$1000000,Pre-series A,,2021
1601,UrbanKisaan,Hyderabad,Food & Beverages,BASF Venture Capital GmbH,$undisclosed,,2021
1602,Aquaconnect,Chennai,Fishery,"Rebright Partners, Flourish Ventures",$4000000,Pre-series A,2021
1603,Vah Vah!,Bangalore,EdTech,Sequoia Surge,$1800000,,2021
1604,LetsDressUp,Gurugram,Apparel & Fashion,"Titan Capital, Sequoia Capital",$300000,Pre-series A,2021
1605,Sapio Analytics,Mumbai,Computer software,Parthiv Group,$150000,,2021
1606,BHyve,Mumbai,Human Resources,"Omkar Pandharkame, Ketaki Ogale","ITO Angel Network, LetsVenture",$300000,2021
1607,Indi Energy,Roorkee,Renewables & Environment,Mumbai Angels Network,$undisclosed,Seed,2021
1608,The Ayurveda Co,Gurugram,Consumer Goods,"GetVantage, Velocity, Shiprocket Capital",$undisclosed,,2021
1609,Pratilipi,Bangalore,Online storytelling,"Krafton Inc, Omidyar",$48000000,,2021
1610,Ati Motors,Bangalore,Automotive,"Blume Ventures, Exfinity Venture Partners",$35000000,Pre-series A,2021
1611,peAR,Mumbai,Deeptech,Inflection Point Ventures,$300000,Pre-series A1,2021
1612,Gourmet Garden,Bangalore,Farming,"Beyond Next Ventures, M Venture Partners",$3000000,,2021
1613,The Sleep Company,Mumbai,Consumer Goods,Fireside Ventures,$1000000,Pre-series A,2021
1614,TyrePlex,Delhi,B2B E-commerce,AdvantEdge Founders,$undisclosed,Seed,2021
1615,ION Energy,Mumbai,Automotive,,$3600000,Pre-series A,2021
1616,Digit Insurance,Bangalore,Insuretech,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",$200000000,,2021
1617,FRAAZO,Mumbai,Food & Beverages,"Sixth Sense Ventures, NABVENTURES",$11000000,Series A,2021
1618,Licious,Bangalore,Food & Beverages,"Temasek, Multiples PE",$192000000,Series F,2021
1619,WinZO,Delhi,Gaming,Griffin Gaming Partners,$65000000,Series C,2021
1620,Furlenco,Bangalore,Consumer Goods,Zinnia Global,$100000000,,2021
1621,Skylark Drones,Bangalore,Aviation,"InfoEdge Ventures, IAN Fund",$3000000,Pre-series A,2021
1622,Leegality,Gurugram,IT company,"IIFL, Mumbai Angels",$undisclosed,Pre-series A,2021
1623,Arcatron Mobility,Pune,Healthcare,Klub,$undisclosed,,2021
1624,TWID,Bangalore,FinTech,"BEENEXT, Sequoia’s Surge",$2500000,,2021
1625,PeakPerformer,Bangalore,EdTech,Antler India,$undisclosed,Early seed,2021
1626,MyMobiForce,Noida,Internet,Bharat Inclusion,$1400000,Pre-series A,2021
1627,Pine Labs,Noida,Information Technology,"Fidelity, BlackRock",$600000,,2021
1628,Genworks Health,Bangalore,Healthcare,Blacksoil,$2000000,,2021
1629,Pocketly,Bangalore,FinTech,,$undisclosed,,2021
1630,Neverinstall,Bangalore,Information Technology,Speciale Invest,$370000,Seed,2021
1631,CoRover,Bangalore,Information Technology,Canbank Venture Capital Fund,$undisclosed,,2021
1632,BeatO,Delhi,Healthcare,W Health Ventures,$5000000,Pre-series B,2021
1633,Earth Rhythm,Gurugram,Cosmetics,Anicut Angel Fund,$1200000,Seed,2021
1634,Fountain9,Mumbai,Computer software,"021 Capital, Y Combinator",$1900000,Seed,2021
1635,Rockclimber,Bangalore,Food & Beverages,Anand Prakash Sharma,$1000000,,2021
1636,SpEd@home,Mumbai,EdTech,,$300000,,2021
1637,CanPe,Bangalore,Computer software,Axilor Ventures,$undisclosed,Seed,2021
1638,Green Soul,Ambernath,Consumer Goods,velocity.in,$200000,,2021
1639,Shiprocket,Gurugram,Logistics,"March Capital, Tribe Capital",$41000000,Series D1,2021
1640,DealShare,Bangalore,Retail,Tiger Global,$144000000,,2021
1641,Teachmint,Bangalore,EdTech,Learn Capital,$20000000,Pre-series B,2021
1642,Vahak,Bangalore,Transportation,RTP Global,$5000000,Pre-series A,2021
1643,goSTOPS,Delhi,Hospitality,"IAN, Yuj Ventures",$1000000,Pre-series A,2021
1644,Codedamn,Delhi,Computer software,Antler India,$undisclosed,Pre-seed,2021
1645,Biocraft Innovation Technology,Noida,Environmental service,JITO Angel Network,$undisclosed,Pre-seed,2021
1646,Powerplay,Bangalore,Construction,"Sequoia’s Surge, Accel Partners",$5200000,,2021
1647,Accio Robotics,Bangalore,Industrial Automation,Uday Sodhi,$Undisclosed,,2021
1648,Delhivery,Gurugram,Logistics,"Fidelity, GIC",$270000000,Series H,2021
1649,Avishkaar,Delhi,EdTech,Auxano,$600000,Pre-series A,2021
1650,Jobsgaar,Delhi,Job discovery platform,SucSEED Indovation Fund,$140000,Seed,2021
1651,Almo,Gurugram,D2C Fashion,Angelist India,$Undisclosed,Seed,2021
1652,Breathe Well-being,Delhi,HealthCare,"Stanford Angels and Entrepreneurs India, Anjali Bansal",$1000000,Pre-series A,2021
1653,GalaxEye,Chennai,SpaceTech,Speciale Invest,$Undisclosed,Pre-seed,2021
1654,Good Health Clinic,Hyderabad,HealthCare,Khosla Ventures,$5000000,,2021
1655,Urban Company,Delhi,Home services,"Vy Capital, Wellington Management",$250000000,Series F,2021
1656,MYBYK,Ahmadabad,Rental,Avon Cycles,$1000000,Pre-series A,2021
1657,Locus,Bangalore,Logistics,"Blume Ventures, Exfinity Venture Partners",$50000000,Series C,2021
1658,Crejo.Fun,Bangalore,EdTech,"Matrix Partners India, 021 Capital",$3000000,Seed,2021
1659,Bambinos,Bangalore,EdTech,"HNIs, Angels",$500000,Seed,2021
1660,KreditBee,Bangalore,FinTech,"NewQuest Capital Partners, Motilal Oswal Private Equity",$8000000,,2021
1661,Spardha,Pune,EdTech,Inflection Point Ventures,$400000,Pre-series A1,2021
1662,Onelife Nutriscience,Mumbai,HealthCare,Lasons India,$Undisclosed,,2021
1663,Flatheads,Bangalore,Fashion,"Pankaj Chaddah, Srivatsan Rajan",$Undisclosed,,2021
1664,Fable Fintech,Mumbai,FinTech,Paytm,$Undisclosed,Series A,2021
1665,Holisol,Delhi,Logistics,"BlackSoil, CLSA Capital Partners",$3000000,,2021
1666,Now&Me,Delhi,HealthCare,"Saama, Whiteboard Capital",$1000000,,2021
1667,Fyllo,Bangalore,AgriTech,"Indian Angel Network, Titan Capital, Lead Angels",$400000,Seed,2021
1668,Cora Health,Bangalore,HealthCare,,$Undisclosed,,2021
1669,Blaer Motors,Chennai,Mobility,The Chennai Angels,$300000,,2021
1670,Swiflearn,Gurugram,EdTech,"Venture Highway, Stellaris Venture Partners",$3000000,Pre-series A,2021
1671,Cashfree,Bangalore,FinTech,"State Bank of India, Y Combinator",$Undisclosed,,2021
1672,QuickSell,Mumbai,E-commerce,"Sanjay Baldwa, Ajay Jain",$2000000,Pre-series A,2021
1673,Truemeds,Mumbai,Heathcare,InfoEdge,$5000000,Series A,2021
1674,Candes,Delhi,E-commerce,"Nitin Passi, Ruchirans Jaipuria",$3000000,,2021
1675,MediBuddy,Bangalore,Heathcare,"Stride Ventures, InnoVen Capital",$3000000,,2021
1676,F5,Delhi,Food & Beverages,"Venture Catalysts, Jeevak Gupta",$300000,Pre-series A,2021
1677,Capital Float,Bangalore,FinTech,"Triodos Investment Management, SAIF Partners",$6000000,,2021
1678,IntelleWings,Panchkula,IT startup,,$100000,Seed,2021
1679,Shyplite,Delhi,Logistics,N+1 Capital,$1000000,,2021
1680,Refyne,Bangalore,FinTech,"DST Global, RTP Global",$20000000,Series A,2021
1681,Greenjoules,Pune,Renewable Energy,Blue Ashva Capital,$4500000,Series A,2021
1682,MentorKart,Delhi,Consulting,"Amit Singal, Manish Aggarwal",$150000,Seed,2021
1683,Leverage Edu,Delhi,EdTech,"Trifecta Capital Advisors, Blume Ventures",$2000000,Debt,2021
1684,Kale Logistics,Thane,Logistics,Inflexor Ventures,$5000000,Series A,2021
1685,CustomerGlu,Bangalore,CRM,"Kumar Aakash, Amit Singhal",$320000,,2021
1686,Cell Propulsion,Bangalore,EV startup,growX ventures,$2000000,,2021
1687,Wellbeing Nutrition,Mumbai,HealthCare,Klub,$Undisclosed,,2021
1688,Pee Safe,Gurugram,HealthCare,"Shaival Desai, Alkemi Venture Partners",$3000000,Pre-series B,2021
1689,Chqbook,Delhi,FinTech,"Aavishkaar Venture Capital, YWC Venture Capital",$1000000,,2021
1690,SimpliContract,Bangalore,Software,Kalaari Capital,$1800000,Seed,2021
1691,Dropshop,Bangalore,Logistics,Inflection Point Ventures,$1000000,Pre-series A,2021
1692,Jumbotail,Bangalore,E-commerce,Alteria Capital,$4000000,Debt,2021
1693,BYJU'S,Bangalore,EdTech,"Tiga Investments, Baron Capital",$350000000,,2021
1694,Power Gummies,Delhi,Nutrition,"Venture Catalysts, 9unicorns",$1000000,,2021
1695,Convosight,Delhi,SaaS startup,Qualgro,$9000000,Series A,2021
1696,Junio,Delhi,FinTech,"Amit Lakhotia, Pravin Jadhav",$600000,Seed,2021
1697,Wherehouse.io,Delhi,Logistics,Better Capital,$Undisclosed,Seed,2021
1698,Flexmoney,Mumbai,FinTech,Pravega Ventures,$4800000,Series A,2021
1699,Fampay,Bangalore,FinTech,"Greenoaks Capital, Elevation Capital",$38000000,Series A,2021
1700,Apna,Bangalore,Human Resources,"Sequoia Capital India, rocketship.vc",$70000000,Series B,2021
1701,XYXX Apparels,Surat,Fashion,,$4000000,Series A,2021
1702,WaterScience,Bangalore,D2C startup,,$Undisclosed,,2021
1703,BrowserStack,Mumbai,SaaS startup,Accel,$200000000,Series B,2021
1704,Vital,Delhi,Insuretech,BLinC Invest,$3000000,Pre-series A,2021
1705,Juicy chemistry,Coimbatore,HealthCare,Spring Marketing Capital,$Undisclosed,,2021
1706,Samaaro,Bangalore,SaaS startup,"Chaitanya Kalipatnapu, Kedar Gavane",$125000,,2021
1707,Imagimake,Mumbai,Innovation management,"Roha Investment Managers, angel investor Saumil Shah",$500000,Pre-series A,2021
1708,MSMEx,Andheri,EdTech,"TNF Ventures, Razorpay",$1000000,Pre-series A,2021
1709,RenewBuy,Gurugram,Insuretech,"Lok Capital, IIFL Asset Management",$45000000,Series C,2021
1710,saarthi.ai,Bangalore,AI startup,Nvidia Inception,$Undisclosed,Seed,2021
1711,Kutumb,Bangalore,Community platform,"Tiger Global Management, DST Global",$26000000,Series A,2021
1712,Superplum,Noida,AgriTech,Marquee investors,$3800000,Pre-series A,2021
1713,Upside AI,Mumbai,FinTech,Endiya Partners,$1200000,Seed,2021
1714,PazCare,Bangalore,Insuretech,"Ashish Hemrajani, Parikshit Dar",$Undisclosed,,2021
1715,Answer Genomics,Bangalore,HealthCare,"India Accelerator, Lyxel&Flamingo",$Undisclosed,,2021
1716,Skillmatics,Mumbai,EdTech,Sequoia Capital India,$6000000,Series A,2021
1717,Bimaplan,Bangalore,Insuretech,"Roshan Abbas, Ritesh Malik",$2500000,Pre-series A,2021
1718,Bueno Finance,Gurugram,FinTech,"Goat Capital, JAM Fund",$3000000,Seed,2021
1719,CityMall,Gurugram,E-commerce,"General Catalyst, Jungle Ventures",$22000000,Series B,2021
1720,BYJU’S,Bangalore,EdTech,"Blackstone Group, ADQ",$50000000,,2021
1721,India Quotient,Mumbai,Venture capitalist,,$64000000,,2021
1722,The Switch Fix,Gurugram,HealthCare,"Venture Catalysts, 9unicorns",$Undisclosed,Seed,2021
1723,Anvidha Technologies,Haryana,Tech Startup,,$1500000,Seed,2021
1724,DigiSparsh,Mumbai,FinTech,GoAhead Ventures,$Undisclosed,Seed,2021
1725,CoffeeMug.ai,Delhi,Networking,"Paradigm Shift Capital, AngelList India",$620000,Pre-seed,2021
1726,Pathfndr.io,Bangalore,SaaS startup,Arali Ventures,$Undisclosed,Pre-series A,2021
1727,BigLeap,Hyderabad,Recruitment,Anup Kumar Yama,$600000,,2021
1728,Kazam,Bangalore,EV startup,Inflection Point Ventures,$900000,Seed,2021
1729,MYRE Capital,Mumbai,Commercial Real Estate,Aryaman Vir,,$6000000,2021
1730,BimaPe,Mumbai,FinTech,"iSeed, Titan Capital",$500000,Pre-seed,2021
1731,MicroDegree,Mangalore,EdTech,Research Innovation Incubation Design Labs,$Undisclosed,,2021
1732,Saarthi Pedagogy,Ahmadabad,EdTech,Sushil Agarwal,"JITO Angel Network, LetsVenture",$1000000,2021
1733,Synapsica,Delhi,HealthCare,"IvyCap Ventures, Endiya Partners",$4000000,Series A,2021
1734,Kwik Foods,Gurugram,Food & Beverages,9Unicorns,$Undisclosed,Seed,2021
1735,Plutomen,Ahmadabad,AR startup,"GUSEC Seed Fund, DeVX Venture Fund",$300000,,2021
1736,GoMechanic,Gurugram,Automotive,"Tiger Global, Sequoia",$42000000,Series C,2021
1737,Grinntech,Chennai,Automotive,,$2000000,,2021
1738,Nobel Hygiene,Mumbai,HealthCare,Quadria Capital,$60000000,,2021
1739,Green Cure,Delhi,HealthCare,Venture Catalysts,$Undisclosed,Pre-series A,2021
1740,Classplus,Noida,EdTech,Tiger Global,$65000000,Series C,2021
1741,WINDO,Hyderabad,E-commerce,Unicorn India Ventures,$500000,Seed,2021
1742,ApnaKlub,Bangalore,E-commerce,"Blume Ventures, Whiteboard Capital",$Undisclosed,Pre-series A,2021
1743,LegalPay,Delhi,FinTech,Ashwini Kakkar. 9Unicorns,$Undisclosed,,2021
1744,Lavado,Mumbai,Consumer service,Ashish Shah,$Undisclosed,,2021
1745,Navars,Hyderabad,EdTech,Faad Network,$Undisclosed,,2021
1746,GoBolt,Gurugram,Logistics,"Paragon Partners, Aavishkaar Capital",$20000000,Series B,2021
1747,Loco,Bangalore,Gaming,"Krafton, Lumikai",$9000000,Seed,2021
1748,Auric,Delhi,HealthCare,Venture Catalysts,$2000000,Pre-series A,2021
1749,Edmingle,Bangalore,EdTech,"Indovation Fund, Mumbai Angels",$300000,,2021
1750,Slice,Bangalore,FinTech,"Gunosy, Blume Ventures",$20000000,,2021
1751,Humit,Bangalore,Music,Antler India,$Undisclosed,Pre-seed,2021
1752,Airblack,Gurugram,IT startup,"Edge Ventures, Elevation Capital",$5200000,Series A,2021
1753,NIRAMAI,Bangalore,HealthCare,CDC Group,$Undisclosed,,2021
1754,Intervue,Delhi,SaaS startup,"Titan Capital, Kunal Shah",$Undisclosed,Seed,2021
1755,Nestroots,Gurugram,Fashion,We Founder Circle,$100000,Seed,2021
1756,Detect Technologies,Chennai,Automation,"Accel Partners, Elevation Capital",$12000000,,2021
1757,CredR,Bangalore,Automotive,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",$6500000,,2021
1758,Fourth Partner Energy,Hyderabad,Solar,"Norfund, The Rise Fund",$125000000,,2021
1759,TABLT,Kolkata,HealthCare,Siti Cable,$3000000,Seies A,2021
1760,Hesa,Hyderabad,IT startup,"Venture Catalysts, 9unicorns",$2000000,Seed,2021
1761,Powerhouse91,Gurugram,Consumer goods,Crossbeam Venture Partners,$Undisclosed,Seed,2021
1762,Nalanda Learning,Kolkata,EdTech,Aavishkaar Capital,$5000000,,2021
1763,Chargeup,Delhi,Renewable Energy,Mapmyindia,$Undisclosed,Pre-series A,2021
1764,Knackit,Bangalore,IT startup,Jyoti Bansal,$100000,,2021
1765,Treebo Hotels,Bangalore,Hospitality,Accor,$16000000,Series D,2021
1766,Raptee Energy,Chennai,Automotive,,$700000,,2021
1767,Meddo,Gurugram,HealthCare,"SRI Capital, Picus Capital, Alkemi Capital",$6000000,,2021
1768,Supertails,Bangalore,Pet care,"Saama Capital, DSG Consumer Partners",$2600000,Pre-series A,2021
1769,SkilloVilla,Bangalore,EdTech,Titan Capital,"$300,000",Seed,2021
1770,Cancer Clinics,Hyderabad,HealthCare,Axilor,"$1,500,000",Pre-series A,2021
1771,Velocity,Bangalore,FinTech,Valar Ventures,"$1,300,000",Seed,2021
1772,Happy Jars,Delhi,Food & Beverages,Inflection Point Ventures,"$400,000",Seed,2021
1773,Inshorts,Noida,Media,"Addition, SIG Global India Fund","$40,000,000",,2021
1774,ExtraaEdge,Pune,MarTech,"9Unicorns Accelerator Fund, Indian Angel Network","$1,000,000",Pre-series A,2021
1775,Zotalabs,Pune,Tech Startup,Alfa Ventures,"$1,250,000",Seed,2021
1776,Voiro,Bangalore,Advertisement,1Crowd,"$1,800,000",Pre-series A,2021
1777,Dream Sports,Mumbai,Gaming,"TCV, D1 Capital Partners, Falcon Edge.","$400,000,000",,2021
1778,Safex Chemicals,Delhi,AgriTech,BanyanTree Finance Pvt. Ltd.,"$50,000,000",,2021
1779,Instoried,Bangalore,Content creation,"EXPERT DOJO, Mumbai Angels",Undisclosed,,2021
1780,Rupifi,Bangalore,FinTech,Quona Capital,"$4,100,000",Pre-series A,2021
1781,Moneyboxx,Mumbai,FinTech,"Ashv Finance, BlackSoil Capital","$3,000,000",Debt,2021
1782,CityMall,Gurugram,E-commerce,"WaterBridge Ventures, SAIF Partners","$11,000,000",Series A,2021
1783,Janani,Bangalore,Heathcare,"Sweta Rau, 9Unicorns Accelerator Fund","$1,000,000",Seed,2021
1784,ReshaMandi,Bangalore,AgriTech,"Omnivore, Strive Ventures","$1,700,000",Seed,2021
1785,Bombay Shaving Company,Delhi,Lifestyle,"Rajesh Sud, KULDEEP JAIN","$2,000,000",,2021
1786,DotPe,Gurugram,FinTech,"PayU, Google","$27,000,000",Series A,2021
1787,Homingos,Bangalore,Augmented reality,"Sundi Natarajan, Srinivas Anumolu",Undisclosed,,2021
1788,Anar Business Community,Mumbai,Tech Startup,"Titan Capital, First Cheque",Undisclosed,,2021
1789,Five Star Finance,Chennai,FinTech,"TPG Capital Asia, Epiq Capital","$234,000,000",,2021
1790,Settlrs,Bangalore,Rental space,MaGEHold Pte. Ltd.,Undisclosed,Pre-series A,2021
1791,BYJU'S,Bangalore,EdTech,"BlackRock, Owl Ventures","$460,000,000",Series F,2021
1792,Annapurna Finance,Bhubaneswar,FinTech,"Asian Development Bank, Oman India Joint Investment Fund","$30,000,000",,2021
1793,HealthPlix,Bangalore,HealthCare,"JSW Ventures, Kalaari Capital","$13,500,000",Series B,2021
1794,Masai School,Bangalore,EdTech,"Unitus Ventures, Omidyar Network India","$5,000,000",Series A,2021
1795,Bewakoof,Mumbai,D2C Fashion,"IvyCap Ventures, Pratithi Investment Trust","$4,000,000",,2021
1796,IndiaLends,Delhi,FinTech,"ACPI Investments, AdvantEdge Founders","$5,100,000",,2021
1797,Stelis Biopharma,Bangalore,BioTechnology,"RouteOne, Mankekar Family Office","$195,000,000",Series B,2021
1798,Tilt,Bangalore,Bike Rental,Y Combinator,"$125,000",,2021
1799,NeoDove,Jaipur,AI startup,India Quotient,"$15,000,000",Seed,2021
1800,Zaara Biotech,Kottayam,BioTechnology,TCN International Commerce,"$10,000,000",,2021
1801,KreditBee,Bangalore,FinTech,"Alpine Capital, PremjiInvest","$75,000,000",Seed,2021
1802,True Balance,Gurugram,FinTech,"Bon Angels Venture Partners, Daesung Private Equity","$10,000,000",Debt,2021
1803,Muvin,Bangalore,FinTech,,"$1,000,000",Seed,2021
1804,Purplle,Mumbai,Beauty products,"Spring Marketing Capital, Verlinvest","$45,000,000",,2021
1805,FloBiz,Bangalore,Tech Startup,Elevation Capital,"$10,000,000",Series A,2021
1806,Jeevam Health,Delhi,Health care,Y Combinator,"$1,500,000",Pre-seed,2021
1808,OZiva,Mumbai,Heathcare,"F-Prime Capital, Eight Roads Ventures India","$12,000,000",Series B,2021
1809,Blive,Panaji,Tourism,"Mumbai Angels, DNA Entertainment Networks","$1,000,000",Pre-series A,2021
1810,Nazara Technologies,Mumbai,Gaming,"Hornbill Capital Advisers, Plutus Wealth Management","$30,000,000",,2021
1811,Euler Motors,Delhi,Automotive,"ADB Ventures, Jetty Ventures","$2,600,000",Series A,2021
1812,Pixxel,Bangalore,SpaceTech,"Techstars, Ryan Johnson","$7,300,000",Seed,2021
1813,Prescinto,Gujarat,Solar,"Venture Catalysts, 9Unicorns Accelerator Fund","$3,500,000",Seed,2021
1814,MyGlamm,Mumbai,Beauty products,Bessemer Venture Partners,"$20,000,000",Series C,2021
1815,Chirrup,Bangalore,Gaming,"Titan Capital, iSeed, First Cheque, 3.0 Fund.","$300,000",Pre-seed,2021
1816,Policybazaar,Gurugram,Insurance,"Falcon Edge Capital, White Oak Global Advisors","$75,000,000",,2021
1817,Livve Homes,Bangalore,Rental space,Angel investors,"$5,000,000",,2021
1818,Juicy Chemistry,Coimbatore,HealthCare,Akya Ventures,"$6,300,000",Series A,2021
1819,Svasti Microfinance,Mumbai,FinTech,"Kayenne Ventures, Nordic Microfinance Initiative","$4,000,000",,2021
1820,Nexprt,Delhi,Consulting,Titan Capital,"$2,000,000",,2021
1821,Wysa,Bangalore,AI startup,"Kae Capital, Pi Ventures",Undisclosed,,2021
1822,Ankur capital,Mumbai,FinTech,,"$40,000,000",,2021
1823,Indifi,Gurugram,FinTech,"Elevar Equity, Accel India","$5,000,000",Debt,2021
1824,Firmway,Mumbai,FinTech,,Undisclosed,Pre-seed,2021
1825,Say Cheese,Mumbai,FemTech,,"$1,000,000",Seed,2021
1826,Indic Inspirations,Pune,Cultural,Marquee investors,"$300,000",,2021
1827,Bimaplan,Mumbai,FinTech,"Titan Capital, Y Combinator","$500,000",Seed,2021
1828,YAP,Chennai,FinTech,"Jitendra Gupta, Better Capital","$10,000,000",Series B,2021
1829,Leap Finance,Bangalore,FinTech,Jungle Ventures,"$17,000,000",Series B,2021
1830,BlackSoil NBFC,Mumbai,FinTech,,"$3,000,000",,2021
1831,OYO,Gurugram,Hospitality,Hindustan Media Venture,"$200,000,000",,2021
1832,Max Healthcare,Delhi,HealthCare,"Radiant Life Care Private Ltd, Life Healthcare","$140,000,000",,2021
1833,4baseCare,Bangalore,HealthTech,"Mount Judi Ventures, growX Ventures, Season Two Ventures","$2,000,000",Pre-series A,2021
1834,Ezstays,Delhi,EdTech,Richard Rekhy,"$400,000",Seed,2021
1835,Stylework,Gurugram,Co-working,Inflection Point Ventures,"$500,000",Pre-series A,2021
1836,Kinara Capital,Bangalore,FinTech,"GAWA Capital, Gaja Capital","$6,000,000",,2021
1837,Riskcovry,Bangalore,InsureTech,"Better Capital, Bharat Inclusion Seed Fund","$5,000,000",Series A,2021
1838,NODWIN,Gurugram,Gaming,Krafton,"$20,000,000",,2021
1839,Quizizz,Bangalore,EdTech,"Eight Roads Ventures India, Nexus Venture Partners","$12,500,000",Series A,2021
1840,Ecom Express,Delhi,E-commerce,"CDC Group, Partners Group","$20,000,000",,2021
1841,Turtlemint,Mumbai,InsureTech,Jungle Ventures,"$45,000,000",Series D,2021
1842,Captain Fresh,Bangalore,Supply chain platform,"Matrix Partners India, Ankur Capital","$3,000,000",Seed,2021
1843,Northern Arc,Chennai,FinTech,"U.S. International Development Finance Corp, Asian Development Bank","$10,000,000",Debt,2021
1844,Qoohoo,Bangalore,Social platform,Angel investors,"$800,000",Seed,2021
1845,IGL,Mumbai,Gaming,"Hungama, Hindustan Talkies","$500,000",,2021
1846,AMPM,Gurugram,E-commerce,Agility Venture Partners,"$200,000",,2021
1847,The ePlane,Chennai,Drone,"Speciale Invest, Farid Ahsan","$1,000,000",Seed,2021
1848,Cashify,Gurugram,E-commerce,"Bessemer Venture Partners, CDH Investments","$15,000,000",,2021
1849,Bijnis,New Delhi,B2B service,"Sequoia Capital India, Matrix Partners India",Undisclosed,,2021
